,title,artist,track_uri,year,pos1999,pos2000,pos2001,pos2002,pos2003,pos2004,pos2005,pos2006,pos2007,pos2008,pos2009,pos2010,pos2011,pos2012,pos2013,pos2014,pos2015,pos2016,pos2017,pos2018,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,speechiness,valence
4167,Stressed Out,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,1080,868,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4168,You Want It Darker,Leonard Cohen,5zb7npjQqoJ7Kcpq4yD9qn,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,698,811,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4169,Little Red Corvette,Prince,6X4JeTWCuKEzKOEHXDtyBo,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,1995,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4170,Follow The Sun,Xavier Rudd,3Y7fpFZbHLpAvWJJYGehz0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,1131,1663,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4171,Both Sides Now,Joni Mitchell,1pjATX7sbd6Y4jMVqIvzHk,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,1215,1096,0.868,0.258,345400,0.139,0.00149,-13.522,0.0317,0.139
4172,San Quentin,Johnny Cash,5xMNjx7uqCzMpJZSo4Wq55,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,1339,1212,0.77,0.63,233813,0.489,0.0,-12.144,0.18,0.796
4173,Sing For Absolution,Muse,1hHuyqVCZCbhYQixEkdQCo,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,1512,1515,0.457,0.436,294867,0.678,0.0384,-7.211,0.0301,0.194
4174,Witch Doctor,De Staat,5EcfCs4t0DsxQTXtcYasCq,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,533,695,0.000316,0.6,207160,0.563,0.000853,-7.5,0.057,0.334
4175,Lean On,Major Lazor & DJ Snake Feat Mo,2YWjW3wwQIBLNhxWKBQd16,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,0,0,0.00346,0.723,176561,0.809,0.00123,-3.081,0.0625,0.274
4176,Times Like These,Foo Fighters,67vYdAAM3oGsEImCRfbtsF,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,1301,1470,1.4e-05,0.377,265560,0.908,1.4e-05,-3.793,0.0899,0.265
4177,Heathens,Twenty One Pilots,6i0V12jOa3mr6uu4WYhUBr,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,1427,1431,0.0841,0.732,195920,0.396,3.58e-05,-9.348,0.0286,0.548
4178,Kids,MGMT,1jJci4qxiYcOHhQR247rEU,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,1498,1415,0.00076,0.451,302840,0.931,0.0049,-3.871,0.0719,0.172
4179,It's The End Of The World As We Know It,R.E.M.,2oSpQ7QtIKTNFfA08Cy0ku,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,1377,1587,0.0258,0.381,246933,0.894,0.0,-8.638,0.037,0.797
4180,Rooster,Alice In Chains,0wvIGFIgbyz4JNwQhZgTv2,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,1550,1692,0.0307,0.269,374333,0.551,0.000619,-8.456,0.0274,0.202
4181,Monkey Gone To Heaven,Pixies,1lFC3sMgOcDrVzNh8zXRnl,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,1578,1777,0.0167,0.652,177467,0.388,0.00076,-12.029,0.0302,0.595
4182,Behind Blue Eyes,Who,0cKk8BKEi7zXbdrYdyqBP5,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,1950,1952,0.213,0.394,221427,0.622,4.45e-05,-8.258,0.0336,0.342
4183,California Love,2Pac ft. Dr. Dre,2Low9dwyJeUtqlpgVbFFMn,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523,1574,1163,0.00654,0.635,385880,0.843,0.0,-4.197,0.0767,0.657
4184,God Save The Queen,Sex Pistols,2mHchPRtQWet3iIS3jANr1,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,1518,1381,0.00105,0.304,199453,0.901,0.000376,-7.756,0.0602,0.541
4185,All My Life,Foo Fighters,6tsojOQ5wHaIjKqIryLZK6,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,1188,1239,0.000218,0.58,263440,0.604,0.000579,-5.703,0.047,0.645
4186,Reflektor,Arcade Fire,7uMZy0bALAdneerERyr7Ks,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,1581,0,0.0561,0.585,450984,0.717,0.0148,-8.379,0.0311,0.636
4187,Traffic,Tiesto,4dFsZLGVr40S9veNWXBCoe,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558,1214,1357,0.00251,0.714,177027,0.642,0.887,-10.241,0.0868,0.102
4188,Rock And Roll,Led Zeppelin,4PRGxHpCpF2yoOHYKQIEwD,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,1647,1592,0.000582,0.317,220561,0.887,0.00258,-7.292,0.0375,0.871
4189,Dog Days Are Over,Florence + The Machine,456WNXWhDwYOSf5SpTuqxd,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,1905,1293,0.0338,0.501,252819,0.809,0.00602,-5.264,0.0938,0.258
4190,We Don't Make The Wind Blow,Common Linnets,5YtKy2tfZnYSebdTD8SeHl,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,0,0,0.0022,0.52,216147,0.92,2.68e-05,-6.197,0.0435,0.594
4191,Scenes From An Italian Restaurant,Billy Joel,3utq2FgD1pkmIoaWfjXWAU,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598,1543,1410,0.407,0.415,456893,0.931,0.000501,-4.988,0.126,0.339
4192,No Sleep Till Brooklyn,Beastie Boys,5qxChyzKLEyoPJ5qGrdurN,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,1514,0,0.122,0.712,246933,0.691,0.0,-8.157,0.128,0.742
4193,24K Magic,Bruno Mars,1ezyBaUHqcjcehoS0xCdZn,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613,608,767,0.034,0.818,225983,0.804,0.0,-4.282,0.0798,0.634
4194,Bagagedrager,Spinvis,734MAgzUkEyUjEGpusWLMh,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,1267,1809,0.0811,0.503,374600,0.711,0.0213,-7.51,0.0417,0.334
4195,Dancing On My Own,Calum Scott,2BOqDYLOJBiMOXShCV1neZ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,1135,1395,0.839,0.682,260285,0.173,3.26e-05,-8.749,0.0314,0.236
4196,Grace,Jeff Buckley,64SIlhd3BaHCCMSfajXG7l,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625,1643,1873,0.0256,0.546,322040,0.867,0.000229,-4.235,0.0354,0.189
4197,Wild is the Wind,David Bowie,7ynwkFhXbrQqnMIWqFfRUS,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,629,834,0.0156,0.522,366360,0.58,0.00168,-12.914,0.0324,0.493
4198,Fantastic Journey Of The Underground Man,De Staat,19H5Ew7CgYahPyMDjDGtZi,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638,0,0,0.189,0.792,207947,0.902,0.000205,-5.986,0.176,0.586
4199,Gold On The Ceiling,Black Keys,5lN1EH25gdiqT1SFALMAq1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,1554,1345,0.00772,0.505,224333,0.833,7.9e-05,-4.632,0.0475,0.565
4200,The Cross,Prince,60vEugO8qAECUVj1KpiQaP,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658,1974,1634,0.526,0.443,285693,0.636,0.000757,-6.724,0.059,0.248
4201,Take This Waltz,Leonard Cohen,4QbvmYYVLl8LNUsOXstLft,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,580,778,0.754,0.439,359427,0.155,0.0148,-17.463,0.0317,0.304
4202,Niggas In Paris,Kanye West & Jay Z,2xkwrHvUscnBUgD8X6cCFx,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1675,1908,1349,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4203,The Needle And The Damage Done,Neil Young,55XOFkEEYgeqxZkQfEt97X,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,1735,1726,0.855,0.591,123187,0.221,0.0012,-18.296,0.0416,0.369
4204,We Used To Wait,Arcade Fire,37EmPMVwdBaKs7UhJOkHUU,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,1819,0,0.0734,0.573,301400,0.642,0.0232,-7.239,0.0279,0.49
4205,Black Dog,Led Zeppelin,3qT4bUD1MaWpGrTwcvguhb,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,1797,1474,0.396,0.437,295387,0.864,0.0314,-7.842,0.0904,0.749
4206,Still In Love With You,Thin Lizzy,1zudAAHWIfpqRJVAL9tcLy,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,1682,0,0.273,0.317,575067,0.704,0.237,-9.625,0.0513,0.626
4207,FourFiveSeconds,Rihanna & Paul McCartney & Kanye West,78TTtXnFQPzwqlbtbwqN0y,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1708,0,1875,0.875,0.582,188238,0.272,0.0,-5.662,0.0501,0.354
4208,Without Me,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,1445,837,0.00286,0.908,290320,0.669,0.0,-2.827,0.0738,0.662
4209,Mercy,Shawn Mendes,3fphxeGKcROHhsDMTnNZT5,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719,1538,1781,0.126,0.554,208733,0.662,0.0,-4.957,0.0821,0.338
4210,Into The Mystic,Van Morrison,3lh3iiiJeiBXHSZw6u0kh6,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,1640,1792,0.367,0.608,205613,0.524,0.00254,-10.266,0.0309,0.797
4211,Sugar,Maroon 5,4TzAIjcumTEgDyUGcUoD2r,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,1985,0,0.0747,0.729,234000,0.786,0.0,-6.348,0.0337,0.87
4212,Memory Remains,Metallica,6RbC38oDCIXD8V2AOU1Tjr,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1733,1957,1630,0.000303,0.435,279173,0.901,0.0072,-3.694,0.0429,0.547
4213,Blackstar,David Bowie,0Fao855T3klV3REFRFHRF3,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736,834,1044,0.206,0.366,597933,0.552,0.0595,-8.35,0.0317,0.114
4214,Good Grief,Bastille,6IGA5YrFiEr5ANrMqKkR6H,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,1398,1946,0.147,0.73,206493,0.758,0.0,-4.888,0.0653,0.877
4215,Live Forever,Oasis,6TlQ5fbojNRuG0hPQMbxeW,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,1325,1376,2.31e-05,0.286,276667,0.822,1.31e-05,-3.366,0.0381,0.19
4216,Real Slim Shady,Eminem,3yfqSUWxFvZELEM4PmlwIR,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,1668,949,0.0302,0.949,284200,0.661,0.0,-4.244,0.0572,0.76
4217,White Wedding,Billy Idol,1gzIbdFnGJ226LTl0Cn2SX,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747,1736,0,0.0133,0.673,252200,0.814,0.00293,-5.411,0.0367,0.728
4218,Rosie,Claw Boys Claw,69ODZ5WxYT8JLSddKBUjKE,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,1451,1648,0.465,0.591,264120,0.548,0.843,-11.768,0.0257,0.639
4219,Alphabet Street,Prince,4tVCq6a7xxewC5icyFduXI,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761,0,0,0.19,0.665,175040,0.89,0.159,-7.448,0.0857,0.61
4220,S.O.B.,Nathaniel Rateliff & The Night Sweats,1VPUpUwtbpoRVXt0txVU0w,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,0,0,0.267,0.699,247613,0.579,0.00602,-6.504,0.0416,0.128
4221,I Could Never Take The Place Of Your Man,Prince,7Bsfh7tZyAf6L5iQti86Rq,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,0,0,0.0741,0.619,389227,0.602,0.0268,-14.872,0.0276,0.863
4222,Rape Me,Nirvana,5Rizj5FLb2AyNKu9esjYY6,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,1951,1811,0.0141,0.42,170000,0.746,0.0,-10.628,0.0467,0.229
4223,Farewell To The Fairground,White Lies,09v3dFgd3YwrD0U5gkNaTg,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,1585,1312,7.4e-05,0.527,256573,0.766,0.00365,-5.327,0.0375,0.304
4224,Guitar Man,Elvis Presley,7momNWKOObWP1nBE1BNirA,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,1348,1451,0.538,0.603,139160,0.66,1.32e-06,-13.158,0.0576,0.905
4225,Everything For Free,K's Choice,7nj5fybmwgF34wSvnRXYPE,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808,1821,0,0.00243,0.252,225960,0.771,0.000389,-7.116,0.0395,0.105
4226,Cleanin' Out My Closet,Eminem,7BMO7O7ImjV8HNTH74Tshv,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,1675,1080,0.0687,0.908,297840,0.758,0.0,-4.753,0.174,0.87
4227,I Sat By The Ocean,Queens Of The Stone Age,7oXRMDUzBPekkLRTJhSGvC,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814,1654,1493,0.00136,0.516,235587,0.781,0.000735,-4.004,0.0364,0.897
4228,Hey Boy Hey Girl,Chemical Brothers,7kXmJwrZGIhDaLT9sNo3ut,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816,1745,1993,0.119,0.632,290493,0.92,0.508,-4.976,0.0531,0.363
4229,Dakota,Stereophonics,3qaSqrrevBrb84xl5JlptU,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817,1603,1874,0.129,0.506,297427,0.93,0.00682,-3.499,0.0675,0.305
4230,Bullet With Butterfly Wings,Smashing Pumpkins,6GtX0jaNL8IjVQfrDBx81z,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823,1609,1694,5.59e-05,0.404,258467,0.72,0.836,-9.18,0.0623,0.475
4231,Sad Man´s Tongue,Volbeat,6Hr4vhhv2yYqvK96xKY9eI,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,353,266,3.56e-05,0.427,185827,0.959,0.000951,-4.375,0.0435,0.564
4232,Ship To Wreck,Florence + The Machine,3dEFa9KjOLEZl980ctEEv1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,1968,1685,0.00147,0.564,234526,0.923,0.0,-3.843,0.0325,0.587
4233,Grounds For Divorce,Elbow,27rgTetikreqkvedaxrF5N,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848,1727,0,0.4,0.526,219453,0.756,2.39e-06,-5.083,0.0266,0.668
4234,The Magnificent Seven,Clash,3Ro71R8Vpy166E2PuQDSc8,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853,1713,0,0.0604,0.799,333520,0.789,0.0,-8.208,0.0396,0.832
4235,Slow Down,Douwe Bob,3YHPxuqHwfYUhoTWoNDwZt,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,1837,0,0.0534,0.597,164316,0.793,9.9e-06,-4.921,0.0284,0.623
4236,Last Goodbye,Jeff Buckley,0y5CnV2idm2KkQEudDjfDT,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858,1958,0,0.0254,0.539,275720,0.827,0.000425,-5.045,0.038,0.523
4237,Million Years Ago,Adele,7HRKXaKzzApunJUIOjMAup,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859,573,501,0.742,0.72,227066,0.274,0.0,-7.623,0.0276,0.179
4238,Tonight,Jett Rebel,3EkJ5b2JvpGb4khbSbEp0L,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,0,0,0.268,0.604,196360,0.781,2.65e-05,-5.194,0.0709,0.812
4239,Blue Jean,David Bowie,5vrMM7hAZPQx9955euW6Jb,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,0,0,0.0401,0.559,191907,0.849,0.33,-6.39,0.0308,0.822
4240,Meeting Across The River,Bruce Springsteen,22wGmrE8HQZHvHC44n7Htm,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,1953,1904,0.819,0.464,196707,0.29,0.000136,-10.384,0.0279,0.256
4241,All Star,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,1313,815,0.0395,0.731,200373,0.867,0.0,-5.881,0.032,0.776
4242,Transmission,Joy Division,4C6EiqM9UPYbWIj2vZ5gR8,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,0,0,0.0355,0.497,215148,0.808,0.437,-8.088,0.0388,0.683
4243,All Apologies,Nirvana,1Ic9pKxGSJGM0LKeqf6lGe,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1912,1909,1939,0.0793,0.446,233173,0.632,0.000266,-12.197,0.034,0.359
4244,Beautiful People,Marilyn Manson,2aIB1CdRRG7YLBu9hNw9nR,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,1699,0,0.000779,0.621,218827,0.834,0.456,-10.068,0.0557,0.937
4245,Southern Man,Neil Young,4Lz33Oi0UQ6SECXsT80Tx2,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,1847,1884,0.392,0.373,331173,0.571,0.0476,-9.186,0.0334,0.656
4246,Try (just A Little Bit Harder),Janis Joplin,1y6KBuPwQFqPuXj4iin6kv,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,0,0,0.351,0.622,235493,0.862,0.018,-10.116,0.1,0.471
4247,Faded,Alan Walker,698ItKASDavgwZ3WjaWjtz,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,1134,1193,0.0281,0.468,212107,0.627,7.97e-06,-5.085,0.0476,0.159
4248,Ocean of Night,Editors,4vFVZyn6RdvrXpeEqsTas6,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,1705,1865,0.0244,0.567,305489,0.666,0.251,-9.647,0.0298,0.251
4249,Lovesong,Cure,2mIrfke7vosXAEWfz6ucyo,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,1916,1969,0.326,0.611,208267,0.791,0.862,-7.7,0.0286,0.856
4250,Crystal Ship,Doors,0gWvVB4bGvADocoPMEDy3K,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,0,0,0.797,0.313,152000,0.42,2.35e-06,-9.806,0.0303,0.339
4251,Atmosphere,Joy Division,0NBgmP6Yg5xZYsnIZ0pGdo,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,1870,1819,0.165,0.565,250413,0.467,0.284,-10.078,0.0303,0.426
4252,Never Alone,2 Brothers on the 4th Floor,4cqiLvFRDuV8ClE61eMmZx,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,1838,1929,0.0727,0.697,252072,0.916,0.000333,-4.512,0.0592,0.767
4253,A Slow Song,Joe Jackson,70vRVhygf1hbTcavKMesph,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,1671,1783,0.0547,0.299,421600,0.526,0.0,-8.33,0.0299,0.147
4254,I Predict A Riot,Kaiser Chiefs,75D3n6wnFQmu1HVmLAlWM4,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,1763,0,0.0243,0.395,233187,0.979,0.0,-3.241,0.0766,0.41
4255,Can't Feel My Face,The Weeknd,22VdIZQfgXJea34mQxlt81,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,0,0,0.113,0.705,213520,0.769,0.0,-5.526,0.0425,0.583
4256,I Love You Like I Love Myself,Herman Brood & His Wild Romance,5FVb1IK12Fgn2bI9gfvSWH,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1973,1756,0.00978,0.507,214533,0.823,0.0,-6.408,0.0496,0.881
4257,I Can't Tell You Why,Eagles,02BsTeJE4q5gWOTt58ur5U,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1902,0,0.69,0.707,295050,0.346,0.145,-12.397,0.0251,0.49
4258,Politik,Coldplay,0u35Dpz37TY2M2j20RUdMf,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1547,1670,0.0364,0.262,318627,0.482,0.000189,-7.75,0.0294,0.063
4259,Shape Of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,205,0.581,0.825,233713,0.652,0.0,-3.183,0.0802,0.931
4260,Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,85,0.163,0.599,263400,0.448,0.0,-6.312,0.0232,0.168
4261,Castle On The Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,341,0.0232,0.461,261154,0.834,1.14e-05,-4.868,0.0989,0.471
4262,What About Us,Pink,3yUA3OY2hi8myRQ3cL5rnB,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,274,0.16,0.39,220747,0.428,0.116,-10.664,0.0283,0.104
4263,Amigo,Chef'Special,6lAqwGwFzQ44SrODqr0NmQ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,506,0.00834,0.559,180133,0.922,0.0,-4.597,0.0504,0.638
4264,Everything Now,Arcade Fire,7KsZHCfOitA5V9oQYVdltG,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,563,0.00171,0.548,303013,0.865,0.000449,-5.325,0.0302,0.61
4265,Whiskey In The Jar,Metallica,2R6UrJ8uWbSIiHWmvRQvN8,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,402,5.6e-06,0.511,304693,0.97,0.00136,-3.72,0.0414,0.566
4266,Mutter,Rammstein,7jfZybgHr6yzp4iuMS2K8u,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,523,0.0152,0.491,268600,0.616,0.00045,-6.53,0.0349,0.0824
4267,Something Just Like This,Chainsmokers & Coldplay,6RUKPb4LETWmmr3iAEQktW,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,593,0.0498,0.617,247160,0.635,1.44e-05,-6.769,0.0317,0.446
4268,Cold Little Heart,Michael Kiwanuka,7KX65PC1UZuImsUInThbav,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,91,0.357,0.629,210300,0.58,0.000353,-6.208,0.0278,0.655
4269,In The Blood,John Mayer,77Y57qRJBvkGCUw9qs0qMg,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,592,0.386,0.546,243667,0.657,1.03e-05,-6.526,0.0255,0.52
4270,Zoutelande,Bløf ft. Geike,7MOX3ibncypw3xGb4HZVFA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,31,0.223,0.67,223267,0.641,2.42e-05,-7.198,0.0285,0.891
4271,Sign Of The Times,Harry Styles,5Ohxk2dO5COHF1krpoPigN,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,579,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4272,Thunder,Imagine Dragons,2HrUbpOtZddmnvGd8iflL3,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,458,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4273,The Unforgiven II ,Metallica,6nswV1Lz3OZkaiCJfmVUOa,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,754,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4274,Sorry,Nothing But Thieves,6rAXHPd18PZ6W8m9EectzH,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,546,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4275,Praying For Time,George Michael,7CgRXXie9XIxVSkpKi40ID,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,1315,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4276,Water Under The Bridge,Adele,7xfzwPasShmaPL7gB7va3J,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,943,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4277,Kom Terug,Spinvis,4ovxUTMs3Mi7ntZS2tJojk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,819,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4278,Mary Jane's Last Dance,Tom Petty & The Heartbreakers,3dmqIB2Qxe2XZobw9gXxJ6,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,1480,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4279,Believer,Imagine Dragons,0pqnGHJpmpxLKifKRmU6WP,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,336,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4280,One More Light,Linkin Park,3xXBsjrbG1xQIm1xv1cKOt,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,653,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
4281,This Town,Niall Horan,0qvzXomUDJVaUboy2wMfiS,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,1477,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
